10ClassKind,icd10Code,11ClassKind,icd11Code
category,N75.0,category,GA03.1
category,N75.1,category,GA03.0
category,N75.8,category,GA13.Z
category,N75.9,category,GA03.Z
category,N76,category,GA02
category,N76,category,GA00
category,N76.0,category,1B70.1
category,N76.0,category,GA02.0
category,N76.1,category,GA02.2
category,N76.2,category,GA00.0
category,N76.3,category,GA00.1
category,N76.4,category,GA00.2
category,N76.5,category,GA02.3
category,N76.6,category,GA00.3
category,N76.8,category,GA02.1
category,N77,category,1A94.0
category,N77,category,1B12.8
category,N77,category,1F23.10
category,N77,category,1F65
category,N77,category,4A62
category,N77.0,category,1A94.0
category,N77.0,category,1B12.8
category,N77.1,category,1A94.0
category,N77.1,category,1F23.10
category,N77.1,category,1F65
category,N77.8,category,4A62
block,N80-N98,category,GA1Z
category,N80,category,GA10.Z
category,N80.0,category,GA11
category,N80.1,category,GA18.3
category,N80.1,category,GA10.2
category,N80.2,category,GA10.5
category,N80.3,category,GA10.0
category,N80.4,category,GA10.4
category,N80.5,category,GA10.7
category,N80.6,category,GA10.6
category,N80.8,category,GA10.8
category,N80.9,category,GA10.Z
category,N81,category,GC40.Z
category,N81.0,category,GC40.0Z
category,N81.1,category,GC40.0Z
category,N81.2,category,GC40.30
category,N81.3,category,GC40.34
category,N81.4,category,GC40.3Z
category,N81.5,category,GC40.2Z
category,N81.6,category,GC40.1Z
category,N81.8,category,GC42.0
category,N81.8,category,GC42
category,N81.8,category,GC42.1
category,N81.9,category,GC40.Z
category,N82,category,GC04.1Z
category,N82.0,category,GC04.10
category,N82.1,category,GC04.1Z
category,N82.2,category,GC04.11
category,N82.3,category,GC04.12
category,N82.4,category,GC04.1Z
category,N82.5,category,GC04.13
category,N82.8,category,GC04.1Z
category,N82.9,category,GC04.1Z
category,N83,category,GA18.0
category,N83,category,GA18.2
category,N83,category,GA18.1
category,N83,category,GA18.6
category,N83,category,GA18.7
category,N83,category,GA18.5
category,N83,category,GA17.3
category,N83,category,GA19.0
category,N83,category,GA17.0
category,N83,category,GA17.1
category,N83,category,GA18.4
category,N83.0,category,GA18.0
category,N83.1,category,GA18.2
category,N83.1,category,GA18.1
category,N83.2,category,GA18.6
category,N83.3,category,GA18.7
category,N83.4,category,GA1Z
category,N83.5,category,GA18.5
category,N83.6,category,GA17.3
category,N83.7,category,GA19.0
category,N83.8,category,GA17.0
category,N83.8,category,GA17.1
category,N83.8,category,GA18.4
category,N83.9,category,GA1Z
category,N84,category,GA16.Z
category,N84,category,GA15.0
category,N84,category,GA14.0
category,N84,category,GA13.0
category,N84.0,category,GA16.Z
category,N84.1,category,GA15.0
category,N84.2,category,GA14.0
category,N84.3,category,GA13.0
category,N84.8,category,GA1Z
category,N84.9,category,GA1Z
category,N85,category,GA1Z
category,N85.0,category,GA16.0
category,N85.1,category,GA16.0
category,N85.2,category,GA1Z
category,N85.3,category,JB44.Z
category,N85.4,category,GA16.1
category,N85.5,category,JB0A.2
category,N85.6,category,GA16.2
category,N85.7,category,GA16.3
category,N85.8,category,GA1Z
category,N85.9,category,GA1Z
category,N86,category,GA15.1
category,N87,category,GA15.7
category,N87.0,category,2F31.00
category,N87.1,category,2E66.0
category,N87.2,category,2E66.1
category,N87.9,category,GA15.7
category,N88,category,GA1Z
category,N88.0,category,GA1Z
category,N88.1,category,GA15.3
category,N88.2,category,GA15.4
category,N88.3,category,GA15.6
category,N88.4,category,GA15.5
category,N88.8,category,GA1Z
category,N88.9,category,GA1Z
category,N89,category,GA1Z
category,N89.0,category,2F33.1
category,N89.1,category,2E67.20
category,N89.2,category,2E67.21
category,N89.3,category,GA14.Z
category,N89.4,category,GA14.5
category,N89.5,category,LB42.5
category,N89.6,category,LB42.3
category,N89.7,category,GA14.1
category,N89.8,category,MF3A
category,N89.8,category,GC42.1
category,N89.9,category,GA1Z
category,N90,category,GA1Z
category,N90.0,category,2F33.0
category,N90.1,category,2E67.10
category,N90.2,category,2E67.10
category,N90.3,category,GA13.1
category,N90.4,category,EB60.0
category,N90.5,category,GA1Z
category,N90.6,category,GA13.2
category,N90.7,category,GA13.3
category,N90.8,category,GA1Z
category,N90.9,category,GA1Z
category,N91,category,GA20.0Z
category,N91.0,category,GA20.00
category,N91.1,category,GA20.01
category,N91.2,category,GA20.0Z
category,N91.3,category,GA20.11
category,N91.4,category,GA20.11
category,N91.5,category,GA20.11
category,N92,category,GA20.Z
category,N92.0,category,GA20.Z
category,N92.1,category,GA20.Z
category,N92.2,category,GA20.5Z
category,N92.3,category,GA20.2Z
category,N92.4,category,GA30.02
category,N92.5,category,GA20.3
category,N92.6,category,GA20.3
category,N93,category,GA2Z
category,N93.0,category,GA21.0
category,N93.8,category,GA2Z
category,N93.9,category,GA2Z
category,N94,category,GA34.Z
category,N94.0,category,GA34.20
category,N94.1,category,GA12
category,N94.2,category,HA20.Z
category,N94.3,category,GA34.40
category,N94.4,category,GA34.3
category,N94.5,category,GA34.3
category,N94.6,category,GA34.3
category,N94.8,category,LB4Z
category,N94.9,category,MF38
category,N95,category,GA30.Z
category,N95.0,category,GA30.1
category,N95.1,category,GA30.00
category,N95.2,category,GA30.2
category,N95.3,category,GA30.3
category,N95.8,category,GA30.Z
category,N95.9,category,GA30.Z
category,N96,category,GA33
category,N97,category,GA31.Z
category,N97.0,category,GA31.Z
category,N97.1,category,GA31.01
category,N97.2,category,GA31.00
category,N97.3,category,GA31.Z
category,N97.4,category,GA31.Z
category,N97.8,category,GA31.Z
category,N97.9,category,GA31.Z
category,N98,category,GA32.Z
category,N98.0,category,GA32.2
category,N98.1,category,GA32.0
category,N98.2,category,GA32.3
category,N98.3,category,GA32.3
category,N98.8,category,GA32.Z
category,N98.9,category,GA32.Z
block,N99-N99,block,
category,N99,block,
category,N99.0,category,GB60.Z
category,N99.1,category,GC72
category,N99.2,category,GC70
category,N99.3,category,GC71
category,N99.4,category,GC73
category,N99.5,category,GC74
category,N99.8,block,
category,N99.9,block,
chapter,XV,chapter,18
block,O00-O08,category,JA0Z
category,O00,category,JA01.Z
category,O00.0,category,JA01.0
category,O00.1,category,JA01.1
category,O00.2,category,JA01.2
category,O00.8,category,JA01.Z
category,O00.9,category,JA01.Z
category,O01,category,JA02.Z
category,O01.0,category,JA02.0
category,O01.1,category,JA02.1
category,O01.9,category,JA02.Z
category,O02,category,JA04
category,O02,category,JA03
category,O02.0,category,JA04
category,O02.1,category,JA03
category,O02.8,category,JA0Z
category,O02.9,category,JA0Z
category,O03,category,JA00.0
modifiedcategory,O03.0,category,JA00.00
modifiedcategory,O03.1,category,JA00.01
modifiedcategory,O03.2,category,JA00.02
modifiedcategory,O03.3,category,JA00.03
modifiedcategory,O03.4,category,JA00.04
modifiedcategory,O03.5,category,JA00.05
modifiedcategory,O03.6,category,JA00.06
modifiedcategory,O03.7,category,JA00.07
modifiedcategory,O03.8,category,JA00.0
modifiedcategory,O03.9,category,JA00.0
category,O04,category,JA00.1Z
modifiedcategory,O04.0,category,JA00.10
modifiedcategory,O04.1,category,JA00.11
modifiedcategory,O04.2,category,JA00.12
modifiedcategory,O04.3,category,JA00.13
modifiedcategory,O04.4,category,JA00.14
modifiedcategory,O04.5,category,JA00.15
modifiedcategory,O04.6,category,JA00.16
modifiedcategory,O04.7,category,JA00.17
modifiedcategory,O04.8,category,JA00.1Z
modifiedcategory,O04.9,category,JA00.1Z
category,O05,category,JA00.1Z
modifiedcategory,O05.0,category,JA00.10
modifiedcategory,O05.1,category,JA00.11
modifiedcategory,O05.2,category,JA00.12
modifiedcategory,O05.3,category,JA00.13
modifiedcategory,O05.4,category,JA00.14
modifiedcategory,O05.5,category,JA00.15
modifiedcategory,O05.6,category,JA00.16
modifiedcategory,O05.7,category,JA00.17
modifiedcategory,O05.8,category,JA00.1Z
modifiedcategory,O05.9,category,JA00.39
category,O06,category,JA00.2
modifiedcategory,O06.0,category,JA00.20
modifiedcategory,O06.1,category,JA00.21
modifiedcategory,O06.2,category,JA00.22
modifiedcategory,O06.3,category,JA00.23
modifiedcategory,O06.4,category,JA00.24
modifiedcategory,O06.5,category,JA00.25
modifiedcategory,O06.6,category,JA00.26
modifiedcategory,O06.7,category,JA00.27
modifiedcategory,O06.8,category,JA00.28
modifiedcategory,O06.9,category,JA00.29
category,O07,category,JA00.3
category,O07.0,category,JA00.30
category,O07.1,category,JA00.31
category,O07.2,category,JA00.32
category,O07.3,category,JA00.33
category,O07.4,category,JA00.34
category,O07.5,category,JA00.35
category,O07.6,category,JA00.36
category,O07.7,category,JA00.37
category,O07.8,category,JA00.3
category,O07.9,category,JA00.3
category,O08,category,JA05.Z
category,O08.0,category,JA05.0
category,O08.1,category,JA05.1
category,O08.2,category,JA05.2
category,O08.3,category,JA05.3
category,O08.4,category,JA05.4
category,O08.5,category,JA05.5
category,O08.6,category,JA05.6
category,O08.7,category,JA05.7
category,O08.8,category,JA05.Z
category,O08.9,category,JA05.Z
block,O10-O16,category,JA2Z
category,O10,category,JA20.Z
category,O10.0,category,JA20.0
category,O10.1,category,JA20.1
category,O10.2,category,JA20.2
category,O10.3,category,JA20.3
category,O10.4,category,JA20.4
category,O10.9,category,JA20.Z
category,O11,category,JA21
category,O12,category,JA22
category,O12.0,category,JA22.1
category,O12.1,category,JA22.0
category,O12.2,category,JA22.2
category,O13,category,JA23
category,O14,category,JA24.Z
category,O14.0,category,JA24.0
category,O14.1,category,JA24.1
category,O14.2,category,JA24.2
category,O14.9,category,JA24.Z
category,O15,category,JA25
category,O15.0,category,JA25.0
category,O15.1,category,JA25.1
category,O15.2,category,JA25.2
category,O15.9,category,JA25.3
category,O16,category,JA2Z
block,O20-O29,category,JA6Z
category,O20,category,JA40
category,O20.0,category,JA40.0
category,O20.8,category,JA40
category,O20.9,category,JA40
category,O21,category,JA60.Z
category,O21.0,category,JA60.0
category,O21.1,category,JA60.1
category,O21.2,category,JA60.2
category,O21.8,category,JA60.Z
category,O21.9,category,JA60.Z
category,O22,category,JA61.Z
category,O22.0,category,JA61.0
category,O22.1,category,JA61.1
category,O22.2,category,JA61.2
category,O22.3,category,JA61.3
category,O22.4,category,JA61.4
category,O22.5,category,JA61.5
category,O22.8,category,JA61.Z
category,O22.9,category,JA61.Z
category,O23,category,JA62.Z
category,O23.0,category,JA62.0
category,O23.1,category,JA62.1
category,O23.2,category,JA62.2
category,O23.3,category,JA62.3
category,O23.4,category,JA62.Z
category,O23.5,category,JA62.4
category,O23.9,category,JA62.Z
category,O24,category,JA63.Z
category,O24.0,category,JA63.0
category,O24.1,category,JA63.1
category,O24.2,category,JA63.Z
category,O24.3,category,JA63.Z
category,O24.4,category,JA63.2
category,O24.9,category,JA63.Z
category,O25,category,JA64
category,O26,category,JA65.Z
category,O26.0,category,JA65.2
category,O26.1,category,JA65.3
category,O26.2,category,JA65.4
category,O26.3,category,JA65.5
category,O26.4,category,JA65.10
category,O26.5,category,JA65.6
category,O26.6,category,JA65.0
category,O26.7,category,JA65.7
category,O26.8,category,JA65.Z
category,O26.8,category,JA65.1
category,O26.8,category,JA65.11
category,O26.8,category,JA65.12
category,O26.9,category,JA65.Z
category,O28,category,JA66.Z
category,O28.0,category,JA66.0
category,O28.1,category,JA66.1
category,O28.2,category,JA66.2
category,O28.3,category,JA66.3
category,O28.4,category,JA66.4
category,O28.5,category,JA66.5
category,O28.8,category,JA66.Z
category,O28.9,category,JA66.Z
category,O29,category,JA67.Z
category,O29.0,category,JA67.0
category,O29.1,category,JA67.1
category,O29.2,category,JA67.2
category,O29.3,category,JA67.3
category,O29.4,category,JA67.4
category,O29.5,category,JA67.Z
category,O29.6,category,JA67.5
category,O29.8,category,JA67.Z
category,O29.9,category,JA67.Z
block,O30-O48,category,JA8Z
category,O30,category,JA80.Z
category,O30.0,category,JA80.0
category,O30.1,category,JA80.1
category,O30.2,category,JA80.2
category,O30.8,category,JA80.Z
category,O30.9,category,JA80.Z
category,O31,category,JA81.Z
category,O31.0,category,JA81.0
category,O31.1,category,JA81.1
category,O31.2,category,JA81.2
category,O31.8,category,JA81.Z
category,O32,category,JA82.Z
category,O32.0,category,JA82.0
category,O32.1,category,JA82.1
category,O32.2,category,JA82.2
category,O32.3,category,JA82.3
category,O32.4,category,JA82.4
category,O32.5,category,JA82.5
category,O32.6,category,JA82.6
category,O32.8,category,JA82.Z
category,O32.9,category,JA82.Z
category,O33,category,JA83.Z
category,O33.0,category,JA83.0
category,O33.1,category,JA83.1
category,O33.2,category,JA83.2
category,O33.3,category,JA83.3
category,O33.4,category,JA83.4
category,O33.5,category,JA83.5
category,O33.6,category,JA83.6
category,O33.7,category,JA83.Z
category,O33.8,category,JA83.Z
category,O33.9,category,JA83.Z
category,O34,category,JA84.Z
category,O34.0,category,JA84.0
category,O34.1,category,JA84.1
category,O34.2,category,JA84.2
category,O34.3,category,JA84.3
category,O34.4,category,JA84.Z
category,O34.5,category,JA84.Z
category,O34.6,category,JA84.4
category,O34.7,category,JA84.5
category,O34.8,category,JA84.Z
category,O34.9,category,JA84.Z
category,O35,category,JA85.Z
category,O35.0,category,JA85.0
category,O35.1,category,JA85.1
category,O35.2,category,JA85.2
category,O35.3,category,JA85.3
category,O35.4,category,JA85.Z
category,O35.5,category,JA85.Z
category,O35.6,category,JA85.Z
category,O35.7,category,JA85.Z
category,O35.8,category,JA85.Z
category,O35.9,category,JA85.Z
category,O36,category,JA86.Z
category,O36.0,category,JA86.0
category,O36.1,category,JA86.Z
category,O36.2,category,JA86.1
category,O36.3,category,JA86.2
category,O36.4,category,JA86.3
category,O36.5,category,JA86.4
category,O36.6,category,JA86.5
category,O36.7,category,JA86.6
category,O36.8,category,JA86.Z
category,O36.9,category,JA86.Z
category,O40,category,JA87
category,O41,category,JA88.Z
category,O41.0,category,JA88.0
category,O41.1,category,JA88.1
category,O41.8,category,JA88.Z
category,O41.9,category,JA88.Z
category,O42,category,JA89.Z
category,O42.0,category,JA89.0
category,O42.1,category,JA89.1
category,O42.2,category,JA89.2
category,O42.9,category,JA89.Z
category,O43,category,JA8A.Z
category,O43.0,category,JA8A.0
category,O43.1,category,JA8A.1
category,O43.2,category,JA8A.2
category,O43.8,category,JA8A.Z
category,O43.9,category,JA8A.Z
category,O44,category,JA8B.Z
category,O44.0,category,JA8B.0
category,O44.1,category,JA8B.1
category,O45,category,JA8C.Z
category,O45.0,category,JA8C.0
category,O45.8,category,JA8C.Z
category,O45.9,category,JA8C.Z
category,O46,category,JA41.Z
category,O46.0,category,JA41.0
category,O46.8,category,JA41.Z
category,O46.9,category,JA41.Z
category,O47,category,JA8D.Z
category,O47.0,category,JA8D.0
category,O47.1,category,JA8D.1
category,O47.9,category,JA8D.Z
category,O48,category,JA8E
block,O60-O75,category,JB0Z
category,O60,category,JB00.Z
category,O60.0,category,JB00.0
category,O60.1,category,JB00.1
category,O60.2,category,JB00.2
category,O60.3,category,JB00.3
category,O61,category,JB01.Z
category,O61.0,category,JB01.0
category,O61.1,category,JB01.1
category,O61.8,category,JB01.Z
category,O61.9,category,JB01.Z
category,O62,category,JB02.Z
category,O62.0,category,JB02.0
category,O62.1,category,JB02.1
category,O62.2,category,JB02.2
category,O62.3,category,JB02.3
category,O62.4,category,JB02.4
category,O62.8,category,JB02.Z
category,O62.9,category,JB02.Z
category,O63,category,JB03.Z
category,O63.0,category,JB03.0
category,O63.1,category,JB03.1
category,O63.2,category,JB03.2
category,O63.9,category,JB03.Z
category,O64,category,JB04.Z
category,O64.0,category,JB04.0
category,O64.1,category,JB04.1
category,O64.2,category,JB04.2
category,O64.3,category,JB04.3
category,O64.4,category,JB04.4
category,O64.5,category,JB04.5
category,O64.8,category,JB04.Z
category,O64.9,category,JB04.Z
category,O65,category,JB05.Z
category,O65.0,category,JB05.Z
category,O65.1,category,JB05.Z
category,O65.2,category,JB05.Z
category,O65.3,category,JB05.Z
category,O65.4,category,JB05.Z
category,O65.5,category,JB05.Z
category,O65.8,category,JB05.Z
category,O65.9,category,JB05.Z
category,O66,category,JB06.Z
category,O66.0,category,JB06.0
category,O66.1,category,JB06.1
category,O66.2,category,JB06.2
category,O66.3,category,JB06.3
category,O66.4,category,JB0D.8
category,O66.5,category,JB0D.7
category,O66.8,category,JB06.Z
category,O66.9,category,JB06.Z
category,O67,category,JA42.Z
category,O67.0,category,JA42.0
category,O67.8,category,JA42.Z
category,O67.8,category,JA42.1
category,O67.8,category,JA42.2
category,O67.9,category,JA42.Z
category,O68,category,JB07.Z
category,O68.0,category,JB07.0
category,O68.1,category,JB07.1
category,O68.2,category,JB07.Z
category,O68.3,category,JB07.2
category,O68.8,category,JB07.Z
category,O68.9,category,JB07.Z
category,O69,category,JB08.Z
category,O69.0,category,JB08.0
category,O69.1,category,JB08.1
category,O69.2,category,JB08.Z
category,O69.3,category,JB08.2
category,O69.4,category,JB08.3
category,O69.5,category,JB08.4
category,O69.8,category,JB08.Z
category,O69.9,category,JB08.Z
category,O70,category,JB09.Z
category,O70.0,category,JB09.0
category,O70.1,category,JB09.1
category,O70.2,category,JB09.2
category,O70.3,category,JB09.3
category,O70.9,category,JB09.Z
category,O71,category,JB0A.Z
category,O71.0,category,JB0A.0
category,O71.1,category,JB0A.1
category,O71.2,category,JB0A.2
category,O71.3,category,JB0A.3
category,O71.4,category,JB0A.4
category,O71.5,category,JB0A.6
category,O71.6,category,JB0A.7
category,O71.7,category,JB0A.8
category,O71.8,category,JB0A.Z
category,O71.9,category,JB0A.Z
category,O72,category,JA43.Z
category,O72.0,category,JA43.0
category,O72.1,category,JA43.1
category,O72.2,category,JA43.2
category,O72.3,category,JA43.3
category,O73,category,JB0B
category,O73.0,category,JB0B.0
category,O73.1,category,JB0B.1
category,O74,category,JB0C.Z
category,O74.0,category,JB0C.0
category,O74.1,category,JB0C.1
category,O74.2,category,JB0C.2
category,O74.3,category,JB0C.3
category,O74.4,category,JB0C.4
category,O74.5,category,JB0C.5
category,O74.6,category,JB0C.6
category,O74.7,category,JB0C.7
category,O74.8,category,JB0C.Z
category,O74.9,category,JB0C.Z
category,O75,category,JB0D
category,O75.0,category,JB0D.0
category,O75.1,category,JB0D.1
category,O75.2,category,JB0D.2
category,O75.3,category,JB0D
category,O75.4,category,JB0D.3
category,O75.5,category,JB0D.4
category,O75.6,category,JB0D.5
category,O75.7,category,JB0D.6
category,O75.8,category,JB0D
category,O75.9,category,JB0D
block,O80-O84,category,JB2Z
category,O80,category,JB20.Z
category,O80.0,category,JB20.0
category,O80.1,category,JB20.1
category,O80.8,category,JB20.Z
category,O80.9,category,JB20.Z
category,O81,category,JB21
category,O81.0,category,JB21
category,O81.1,category,JB21
category,O81.2,category,JB21
category,O81.3,category,JB21
category,O81.4,category,JB21
category,O81.5,category,JB21
category,O82,category,JB22.Z
category,O82.0,category,JB22.0
category,O82.1,category,JB22.1
category,O82.2,category,JB22.2
category,O82.8,category,JB22.Z
category,O82.9,category,JB22.Z
category,O83,category,JB23.Z
category,O83.0,category,JB23.0
category,O83.1,category,JB23.1
category,O83.2,category,JB23.2
category,O83.3,category,JB23.3
category,O83.4,category,JB23.4
category,O83.8,category,JB23.Z
category,O83.9,category,JB23.Z
category,O84,category,JB24.Z
category,O84.0,category,JB24.0
category,O84.1,category,JB24.1
category,O84.2,category,JB24.2
category,O84.8,category,JB24.Z
category,O84.9,category,JB24.Z
block,O85-O92,category,JB4Z
category,O85,category,JB40.0
category,O86,category,JB40.Z
category,O86.0,category,JB40.1
category,O86.1,category,JB40.2
category,O86.2,category,JB40.3
category,O86.3,category,JB40.Z
category,O86.4,category,JB40.4
category,O86.8,category,JB40.Z
category,O87,category,JB41.Z
category,O87.0,category,JB41.0
category,O87.1,category,JB41.1
category,O87.2,category,JB41.2
category,O87.3,category,JB41.3
category,O87.8,category,JB41.Z
category,O87.9,category,JB41.Z
category,O88,category,JB42.Z
category,O88.0,category,JB42.0
category,O88.1,category,JB42.1
category,O88.2,category,JB42.2
category,O88.3,category,JB42.3
category,O88.8,category,JB42.Z
category,O89,category,JB43.Z
category,O89.0,category,JB43.0
category,O89.1,category,JB43.1
category,O89.2,category,JB43.2
category,O89.3,category,JB43.Z
category,O89.4,category,JB43.3
category,O89.5,category,JB43.4
category,O89.6,category,JB43.5
category,O89.8,category,JB43.Z
category,O89.9,category,JB43.Z
category,O90,category,JB44.Z
category,O90.0,category,JB44.0
category,O90.1,category,JB44.1
category,O90.2,category,JB44.2
category,O90.3,category,JB44.3
category,O90.4,category,JB44.4
category,O90.5,category,JB44.5
category,O90.8,category,JB44.Z
category,O90.9,category,JB44.Z
category,O91,category,JB45.Z
category,O91.0,category,JB45.Z
category,O91.1,category,JB45.0
category,O91.2,category,JB45.1
category,O92,category,JB46
category,O92.0,category,JB46.0
category,O92.1,category,JB46.1
category,O92.2,category,JB46.2
category,O92.3,category,JB46.3
category,O92.4,category,JB46.4
category,O92.5,category,JB46.5
category,O92.6,category,JB46.6
category,O92.7,category,JB46.7
block,O94-O99,category,JB6Z
category,O94,category,JA6Z
category,O94,category,JB4Z
category,O94,category,JB0Z
category,O95,category,JB60
category,O96,category,JB61
category,O96.0,category,JB61
category,O96.1,category,JB61
category,O96.9,category,JB61
category,O97,category,JB62.Z
category,O97.0,category,JB62.0
category,O97.1,category,JB62.1
category,O97.9,category,JB62.Z
category,O98,category,JB63.Z
category,O98.0,category,JB63.0Z
category,O98.1,category,JB63.1
category,O98.2,category,JB63.2
category,O98.3,category,JB63.3
category,O98.4,category,JB63.4
category,O98.5,category,JB63.5
category,O98.6,category,JB63.6Z
category,O98.7,category,JB63.7
category,O98.8,category,JB63.Z
category,O98.9,category,JB63.Z
category,O99,category,JB64.Z
category,O99.0,category,JB64.0
category,O99.1,category,JB64.1
category,O99.2,category,JB64.2
category,O99.3,category,JB64.3
category,O99.4,category,JB64.4
category,O99.5,category,JB64.5
category,O99.6,category,JB64.6
category,O99.7,category,JB64.7
category,O99.8,category,JB64.Z
chapter,XVI,category,KD5Z
block,P00-P04,category,KA0Z
category,P00,category,KA00.Z
category,P00.0,category,KA00.0
category,P00.1,category,KA00.2
category,P00.2,category,KA00.3
category,P00.3,category,KA00.Z
category,P00.4,category,KA00.6Z
category,P00.5,category,KA00.8
category,P00.6,category,KA00.A
category,P00.7,category,KA00.Z
category,P00.8,category,KA00.Z
category,P00.9,category,KA00.Z
category,P01,category,KA01.Z
category,P01.0,category,KA01.0
category,P01.1,category,KA01.1
category,P01.2,category,KA01.2
category,P01.3,category,KA01.3
category,P01.4,category,KA01.4
category,P01.5,category,KA01.5
category,P01.6,category,KA01.6
category,P01.7,category,KA01.7
category,P01.8,category,KA01.Z
category,P01.9,category,KA01.Z
category,P02,category,KA02.Z
category,P02,category,KA03.Z
category,P02,category,KA04.Z
category,P02.0,category,KA02.0
category,P02.1,category,KA02.Z
category,P02.2,category,KA02.Z
category,P02.3,category,KA02.4
category,P02.4,category,KA03.0
category,P02.5,category,KA03.1
category,P02.6,category,KA03.Z
category,P02.6,category,KA03.21
category,P02.6,category,KA03.20
category,P02.7,category,KA04.0
category,P02.8,category,KA02.Z
category,P02.8,category,KA03.Z
category,P02.8,category,KA04.Z
category,P02.9,category,KA02.Z
category,P02.9,category,KA03.Z
category,P02.9,category,KA04.Z
category,P03,category,KA05.Z
category,P03.0,category,KA05.0
category,P03.1,category,KA05.1
category,P03.2,category,KA05.2
category,P03.3,category,KA05.3
category,P03.4,category,KA05.4
category,P03.5,category,KA05.5
category,P03.6,category,KA05.6
category,P03.8,category,KA05.Z
category,P03.9,category,KA05.Z
category,P04,category,KA06.Z
category,P04.0,category,KA06.0
category,P04.1,category,KA06.Z
category,P04.2,category,KA06.1
category,P04.3,category,KA06.2
category,P04.4,category,KA06.3
category,P04.5,category,KA06.4
category,P04.6,category,KA06.5
category,P04.8,category,KA06.Z
category,P04.9,category,KA06.Z
block,P05-P08,category,KA2Z
category,P05,category,KA20.Z
category,P05.0,category,KA21.2Z
category,P05.1,category,KA20.0Z
category,P05.2,category,KA20.2
category,P05.9,category,KA20.Z
category,P07,category,KA21
category,P07.0,category,KA21.0Z
category,P07.1,category,KA21.1Z
category,P07.2,category,KA21.3Z
category,P07.3,category,KA21.4Z
category,P08,category,KA22
category,P08.0,category,KA22.0
category,P08.1,category,KA22
category,P08.2,category,KA22.2
block,P10-P15,category,KA4Z
category,P10,category,KA40.0Z
category,P10.0,category,KA40.00
category,P10.1,category,KA40.01
category,P10.2,category,KA40.03
category,P10.3,category,KA40.04
category,P10.4,category,KA40.05
category,P10.8,category,KA40.02
category,P10.9,category,KA40.0Z
category,P11,category,KA40.Z
category,P11.0,category,KA40.1
category,P11.1,category,KA40.Z
category,P11.2,category,KA40.Z
category,P11.3,category,KA44.00
category,P11.4,category,KA44.0Z
category,P11.5,category,KA40.2
category,P11.9,category,KA40.Z
category,P12,category,KA42
category,P12.0,category,KA42.1
category,P12.1,category,KA42.2
category,P12.2,category,KA42.4
category,P12.3,category,KA42.0
category,P12.4,category,KA42.3
category,P12.8,category,KA42
category,P12.9,category,KA42
category,P13,category,KA45
category,P13.0,category,KA45.0Z
category,P13.1,category,KA45.2Z
category,P13.2,category,KA45.6
category,P13.3,category,KA45.6
category,P13.4,category,KA45
category,P13.8,category,KA45
category,P13.9,category,KA45
category,P14,category,KA44
category,P14.0,category,KA44.10
category,P14.1,category,KA44.11
category,P14.2,category,KA44.2
category,P14.3,category,KA44
category,P14.8,category,KA44
category,P14.9,category,KA44
category,P15,category,KA4Z
category,P15.0,category,KA46.0
category,P15.1,category,KA46.1
category,P15.2,category,KA43.0
category,P15.3,category,KA41
category,P15.4,category,KA43.3
category,P15.5,category,KA43.1
category,P15.6,category,KA43.2
category,P15.8,category,KA4Z
category,P15.9,category,KA4Z
block,P20-P29,category,KB2Z
category,P20,category,KB20.Z
category,P20.0,category,KB22
category,P20.1,category,KB22
category,P20.9,category,KB20.Z
category,P21,category,KB21
category,P21.0,category,KD30.0
category,P21.1,category,KD30.1
category,P21.9,category,KB21
category,P22,category,KB23.Z
category,P22.0,category,KB23.0Z
category,P22.1,category,KB23.1
category,P22.8,category,KB23.Z
category,P22.9,category,KB23.Z
category,P23,category,KB24
category,P23.0,category,KB24
category,P23.1,category,KB24
category,P23.2,category,KB24
category,P23.3,category,KB24
category,P23.4,category,KB24
category,P23.5,category,KB24
category,P23.6,category,KB24
category,P23.8,category,KB24
category,P23.9,category,KB24
category,P24,category,KB26.Z
category,P24.0,category,KB26.0
category,P24.1,category,KB26.1
category,P24.2,category,KB26.2
category,P24.3,category,KB26.3
category,P24.8,category,KB26.Z
category,P24.9,category,KB26.Z
category,P25,category,KB27.Z
category,P25.0,category,KB27.0
category,P25.1,category,KB27.1
category,P25.2,category,KB27.2
category,P25.3,category,KB27.3
category,P25.8,category,KB27.Z
category,P26,category,KB28.Z
category,P26.0,category,KB28.0
category,P26.1,category,KB28.Z
category,P26.8,category,KB28.Z
category,P26.9,category,KB28.Z
category,P27,category,KB29.Z
category,P27.0,category,KB29.Z
category,P27.1,category,KB29.0
category,P27.8,category,KB29.Z
category,P27.9,category,KB29.Z
category,P28,category,KB2Z
category,P28.0,category,KB2B
category,P28.1,category,KB2Z
category,P28.2,category,KB2C
category,P28.3,category,KB2A.Z
category,P28.4,category,KB2A.Z
category,P28.5,category,KB2D
category,P28.8,category,KB2Z
category,P28.9,category,KB2Z
category,P29,category,KB4Z
category,P29.0,category,KB40.Z
category,P29.1,category,KB41
category,P29.2,category,KB45
category,P29.3,category,KB42
category,P29.4,category,KB44
category,P29.8,category,KB4Z
category,P29.9,category,KB4Z
block,P35-P39,category,KA6Z
category,P35,category,KA62.Z
category,P35.0,category,KA62.8
category,P35.1,category,KA62.3
category,P35.2,category,KA62.A
category,P35.3,category,KA62.9
category,P35.8,category,KA62.Z
category,P35.9,category,KA62.Z
category,P36,category,KA60
